Usage_Hours,Engine_Temperature,Tire_Pressure,Oil_Quality,Battery_Voltage,Vibration_Level,Maintenance_Cost,Vehicle_Type,Brake_Condition,Anomalies_Detected,Failure_History,Maintenance_Required
7090.3,77.3,33.9,30.0,14.8,1.04,1887.52,Bus,gud,0,0,0
3357.4,104.3,33.8,72.5,12.6,1.37,2905.79,Bus,Fair,0,0,0
2818.1,210.02 °F,38.4,98.6,Missing,1.23,265.35,Car,Fair,0,0,0
7358.3,77.9,36.8,84.9,14.5,1.07,$504.95,Car,Poor,0,0,0
11558.8,96.9,42.4,43.5,13.2,2.17,$1453.36,Bus,G,0,0,0
14959.5,77.4,41.5,53.7,12.7,1.12,1673.87,Truck,Fair,0,1,0
11917.4,91.1,31.5,Missing,13.0,1.45,$372.1,Car,G,0,1,1
13216.7,216.32000000000002 °F,35.2,54.2,11.7,2.91,$569.7,Car,P,0,0,1
11343.6,81.6,35.0,53.2,13.4,2.02,1367.53,Truck,Bad,0,0,1
13483.8,96.2,32.3,49.0,16.4,0.62,1722.93,Truck,Good,0,0,1
1606.3,81.4,27.3,46.7,13.3,1.23,483.09,Car,Fair,0,0,0
13984.0,92.6,34.9,11.0,14.3,1.09,169.11,Car,Bad,1,0,1
6247.9,91.6,39.4,19.5,13.9,1.09,$1976.16,Truck,gud,0,0,1
13863.4,84.5,36.0,29.8,13.9,4.76,553.64,Car,ok,0,0,1
1598.1,62.5,36.7,Missing,15.5,1.92,592.97,Bus,P,0,0,0
10871.0,101.7,42.2,67.8,17.3,1.03,$533.07,Truck,F,0,0,1
11167.5,247.82000000000002 °F,30.6,19.6,14.2,2.83,1167.64,Truck,F,0,0,1
14955.2,92.1,31.0,80.8,12.6,1.29,1258.08,Bus,gud,1,0,1
11648.4,80.8,32.9,50.9,13.3,1.79,$550.63,Car,ok,0,0,0
6047.3,199.57999999999998 °F,40.4,19.9,12.6,1.69,$1574.26,Truck,P,0,0,1
8580.1,107.2,39.5,75.6,Missing,1.33,441.68,Car,P,0,0,1
5815.0,109.2,36.3,10.1,14.0,1.6,$161.25,Car,gud,0,0,1
3342.3,103.7,42.1,86.2,13.3,1.34,$115.42,Car,gud,0,0,0
4103.3,206.06 °F,30.4,89.9,12.6,1.18,$1583.58,Truck,G,0,0,0
3719.2,100.1,32.9,68.6,13.5,1.6,$421.91,Car,P,0,0,1
8457.8,91.8,36.8,86.0,12.3,3.1,$934.87,Truck,gud,0,0,0
13639.3,75.7,34.0,43.1,12.6,2.13,432.51,Car,G,0,0,1
13734.5,84.3,39.2,91.7,13.5,1.6,130.82,Car,G,0,0,0
1294.1,85.2,43.6,22.2,12.7,3.0,1964.88,Truck,Fair,0,0,0
1658.5,94.4,34.5,48.5,13.6,0.65,$492.02,Truck,G,0,1,0
4054.2,63.5,37.0,43.9,13.5,1.3,$789.89,Bus,Good,0,0,0
4198.4,207.86 °F,39.6,87.1,14.6,1.5,$1910.68,Truck,Bad,0,1,0
1875.9,59.8,38.8,14.0,11.1,1.28,1289.26,Bus,Good,0,0,0
6132.7,96.2,43.9,52.8,14.0,1.86,1525.22,Bus,G,0,0,0
9022.0,107.5,37.1,60.4,13.8,0.6,$431.44,Car,ok,1,1,1
8883.4,103.4,35.3,66.1,12.1,2.3,$2152.73,Bus,G,0,0,1
8379.7,76.6,30.1,37.2,10.9,2.08,781.54,Truck,G,0,0,0
5410.7,99.4,36.8,95.9,13.9,1.55,$503.48,Car,F,1,0,0
10743.6,100.6,30.4,92.6,15.7,1.9,1163.5,Truck,Good,0,0,1
12484.0,240.07999999999998 °F,30.2,52.2,15.1,1.01,521.29,Car,P,0,1,1
5521.0,95.5,37.1,88.4,14.3,1.02,$254.58,Car,Fair,0,0,0
1740.3,105.4,33.3,45.1,12.5,1.88,$846.42,Truck,gud,0,0,1
4796.8,83.4,22.9,18.8,12.2,1.69,296.31,Car,F,0,0,0
2491.8,77.2,46.6,25.3,13.8,1.52,$1484.27,Bus,G,0,0,0
7276.7,103.0,27.7,79.8,15.2,3.69,2001.72,Bus,G,0,0,1
2761.1,217.76000000000002 °F,33.7,33.8,11.9,6.6,$648.2,Truck,F,1,0,1
7211.2,80.5,29.1,87.4,13.2,2.34,230.5,Car,gud,0,0,0
3704.5,71.8,33.7,91.0,11.0,Missing,$899.37,Truck,Poor,0,0,0
11211.6,91.8,32.8,29.5,13.9,2.62,473.98,Car,P,0,0,1
899.7,90.7,31.6,10.7,11.9,2.22,$668.81,Truck,gud,0,0,1
8543.8,93.5,34.5,46.4,13.9,1.47,1852.67,Bus,G,0,1,0
2957.6,103.3,29.7,10.7,15.0,1.94,$163.42,Car,P,0,0,1
514.4,105.4,37.7,32.5,15.4,3.28,$255.99,Car,gud,0,0,0
13103.4,90.1,37.2,55.1,14.0,1.82,495.91,Car,gud,0,0,0
10237.2,75.1,35.3,50.9,12.8,1.9,$314.53,Car,gud,0,0,0
1934.7,79.1,37.7,67.2,12.6,1.38,$2064.16,Bus,gud,0,0,0
10129.0,177.8 °F,40.2,12.6,13.5,2.24,1518.07,Truck,G,0,0,0
9368.9,88.2,28.0,52.6,12.7,3.42,$680.66,Truck,Bad,1,1,1
7363.7,82.3,Missing,47.5,12.8,0.6,1637.04,Bus,gud,0,0,0
6579.2,86.3,43.4,31.8,12.7,1.12,$474.35,Car,G,0,1,1
13362.5,91.1,39.3,71.9,14.4,3.57,$445.44,Car,gud,0,0,0
4054.6,176.72000000000003 °F,33.4,39.4,11.3,0.64,$1240.26,Truck,Good,0,0,0
6275.5,94.8,45.6,54.6,15.5,1.13,$651.89,Truck,G,0,0,0
5272.2,117.4,40.6,27.4,15.3,0.82,$257.12,Car,gud,0,1,1
11682.4,87.5,27.5,26.1,14.8,1.3,$1313.25,Truck,Fair,0,0,1
13788.7,79.8,33.1,61.3,15.5,1.5,$535.92,Car,Good,0,0,1
12821.8,94.6,38.0,18.1,13.1,1.17,$1502.78,Truck,ok,0,0,1
12066.7,78.1,28.7,93.3,12.8,2.37,$108.07,Car,G,1,1,1
14808.5,87.8,40.5,97.6,12.9,2.2,$397.36,Car,gud,0,0,0
10608.6,79.8,34.0,22.2,15.1,0.64,$503.35,Car,F,0,0,1
11390.3,165.20000000000002 °F,30.1,25.7,15.0,0.84,$164.46,Car,Fair,0,0,0
14750.6,76.8,34.1,56.4,11.8,2.27,$441.37,Car,Good,0,0,0
601.4,80.1,32.2,34.5,14.3,1.99,$168.49,Car,gud,0,0,0
9693.7,74.4,26.4,33.5,12.9,2.15,$1095.59,Bus,Good,0,0,0
11215.1,109.2,34.8,71.2,12.8,3.08,212.24,Car,F,0,0,1
13808.5,205.70000000000002 °F,32.9,79.7,14.1,1.82,964.79,Bus,G,1,0,0
13315.7,104.1,35.6,54.1,11.4,0.77,1611.69,Truck,ok,0,0,1
12708.4,157.27999999999997 °F,29.6,33.2,14.3,1.77,$1551.63,Truck,F,1,0,1
14214.0,85.6,35.8,91.0,14.0,2.2,$747.76,Truck,Good,0,0,0
8292.0,96.3,47.1,73.2,13.0,0.88,$140.29,Car,ok,1,0,0
600.3,114.8,28.8,70.0,12.7,1.1,339.57,Truck,G,0,0,1
660.3,78.7,35.3,66.7,Missing,1.66,$1667.81,Truck,gud,0,0,0
8397.3,70.7,36.6,90.0,15.7,1.26,579.3,Car,P,0,1,0
6811.4,92.9,35.3,26.2,15.4,1.22,656.07,Bus,Good,0,0,1
7043.1,175.82000000000002 °F,34.9,64.2,11.4,1.31,424.63,Car,gud,0,0,0
6305.9,115.6,35.4,55.6,13.4,1.38,2025.56,Bus,gud,0,0,1
13807.0,98.1,32.9,54.8,13.3,1.95,$537.2,Car,Good,0,0,1
5708.0,85.7,43.4,21.1,13.1,1.24,$2666.16,Bus,G,0,0,1
12915.3,85.8,37.1,25.9,14.5,1.14,1329.48,Bus,ok,0,1,1
13591.5,190.57999999999998 °F,31.9,58.9,Missing,1.11,$535.61,Car,Good,1,0,1
7742.8,62.6,41.1,33.7,13.2,1.29,958.89,Truck,P,0,0,0
6980.6,90.6,31.4,95.1,13.5,1.52,1741.98,Bus,ok,0,0,0
11534.8,82.7,29.3,27.7,13.9,4.33,$425.27,Car,Good,0,0,1
10765.6,99.5,32.9,59.7,Missing,1.99,$1071.53,Truck,F,0,0,1
5263.8,76.5,42.2,47.8,13.0,1.62,$426.8,Car,ok,0,0,0
1986.9,100.2,29.4,60.5,13.2,1.16,$1135.71,Truck,gud,0,0,0
4340.4,208.57999999999998 °F,33.6,Missing,15.7,1.34,324.14,Car,F,0,0,0
2399.9,92.4,32.1,33.0,12.7,0.82,241.48,Car,P,1,0,1
4773.6,108.8,39.3,95.4,13.3,2.48,897.87,Truck,F,0,0,0
4296.4,61.7,29.6,21.2,13.4,1.24,$283.94,Car,Fair,0,0,0
9746.8,96.7,38.2,Missing,13.4,0.95,$123.01,Car,ok,0,0,1
14340.2,89.3,28.3,95.5,15.2,1.07,$1238.94,Truck,F,0,0,1
10443.3,88.9,40.5,48.4,Missing,3.21,508.98,Car,gud,0,0,0
13936.4,75.3,37.8,49.9,12.4,1.88,944.57,Truck,gud,0,1,0
11869.9,68.7,38.7,31.0,13.4,2.16,2679.56,Bus,G,0,0,0
11054.2,103.4,35.9,57.0,14.5,0.72,1722.51,Truck,F,0,0,0
6503.9,101.8,29.7,30.5,13.8,1.58,$231.76,Car,G,0,0,1
5209.5,242.6 °F,39.0,95.5,10.6,1.36,$2812.95,Bus,G,0,0,1
12771.0,246.92000000000002 °F,37.9,19.0,14.1,1.22,1299.15,Bus,gud,0,0,1
13628.2,66.8,31.2,42.1,Missing,1.59,$2202.88,Bus,Good,0,0,0
7052.3,87.7,28.8,55.9,15.1,4.4,$1977.25,Bus,Fair,0,0,1
631.4,93.8,35.3,88.1,16.7,0.77,$1491.03,Bus,Good,0,0,0
11991.7,104.4,35.7,13.2,13.8,0.76,$1510.06,Truck,Good,0,0,1
4633.5,232.52 °F,38.7,60.2,12.6,1.52,539.46,Car,gud,0,0,1
643.4,74.6,31.9,21.7,14.0,2.24,1892.09,Truck,Fair,0,0,0
12172.3,81.9,36.9,18.5,14.6,0.81,$1789.3,Truck,gud,0,0,1
8002.5,110.6,39.9,94.8,14.6,1.03,2864.38,Bus,G,0,1,0
10435.6,64.9,24.6,12.6,15.5,1.4,$1467.77,Truck,Good,1,0,1
13763.0,73.9,23.4,33.8,14.6,0.9,650.9,Truck,Good,0,0,1
8347.0,96.6,35.9,94.5,14.1,1.65,975.63,Truck,G,0,0,0
7796.3,120.8,36.4,43.7,13.3,1.34,535.49,Car,G,0,0,1
4714.6,148.64 °F,31.9,43.1,15.3,1.45,928.22,Bus,ok,0,0,0
4925.3,90.9,Missing,37.8,Missing,1.09,1698.69,Truck,Fair,0,0,1
12049.9,98.3,44.1,32.6,11.4,1.06,183.48,Car,F,0,0,1
7010.9,112.0,35.3,27.0,12.2,1.94,479.43,Car,Fair,0,0,1
2871.1,96.7,35.6,31.6,11.2,2.19,163.05,Car,F,0,0,1
1870.7,62.4,32.5,12.9,14.6,2.55,579.69,Car,F,0,0,0
7357.3,70.7,34.2,41.9,12.7,1.27,$499.49,Car,ok,0,0,0
7241.8,110.6,33.6,14.4,12.7,1.14,$102.84,Car,G,1,0,1
9975.1,96.6,41.9,65.6,14.7,0.7,$1427.44,Truck,ok,0,0,0
7330.5,73.1,47.4,81.6,12.8,0.61,2791.09,Bus,Fair,0,1,0
2580.4,207.32000000000002 °F,31.1,24.0,14.4,1.73,496.61,Car,Good,0,1,1
7863.1,94.6,40.5,82.3,14.1,1.79,$468.14,Car,P,0,0,0
13648.4,52.6,43.1,14.8,14.2,1.74,$260.02,Car,G,0,0,0
2811.9,58.5,30.9,48.3,14.6,0.46,$410.31,Truck,F,1,0,0
10501.4,94.7,32.2,86.0,13.7,1.06,$520.86,Car,gud,0,0,0
9111.0,120.5,29.0,73.4,12.0,1.58,417.49,Car,G,0,0,1
11354.5,94.0,32.0,45.8,14.0,1.54,$296.94,Car,Good,0,0,1
2683.7,53.3,30.7,74.1,15.0,1.85,264.16,Car,gud,1,0,0
14153.3,150.44 °F,33.9,18.0,13.4,2.49,207.0,Car,F,0,0,0
9504.0,99.4,28.6,27.1,14.5,2.3,1280.62,Truck,gud,0,0,1
12782.5,101.0,38.0,78.3,14.4,1.47,$1928.84,Truck,gud,0,0,0
4075.8,188.78 °F,39.2,53.3,12.1,2.31,$1320.18,Truck,gud,0,1,0
11221.5,82.7,32.8,39.4,13.5,0.75,575.64,Car,Good,0,0,1
11824.9,101.9,29.6,17.8,10.6,1.0,$296.82,Car,ok,0,0,1
6262.8,106.6,36.0,45.0,15.7,0.85,$511.26,Truck,Good,0,0,1
6067.3,100.4,36.4,37.7,14.2,2.03,594.0,Car,Bad,0,0,1
10038.0,75.7,31.5,22.0,12.0,3.47,527.24,Car,Good,0,0,0
1854.4,103.5,32.9,Missing,13.9,1.8,129.65,Car,ok,0,1,1
11166.6,84.7,32.7,23.5,13.7,1.26,587.78,Car,ok,0,0,1
1121.9,81.0,39.0,90.1,15.7,2.15,1402.26,Bus,ok,0,0,0
3263.6,176.72000000000003 °F,36.0,99.5,13.1,2.52,2392.05,Bus,Fair,0,0,0
10130.1,194.54 °F,25.9,23.9,15.6,2.28,1228.33,Bus,F,0,0,1
1925.7,209.48 °F,46.9,21.9,14.4,2.61,1407.99,Bus,Good,0,0,0
14591.7,59.7,32.8,53.5,12.7,3.25,$177.48,Car,G,0,0,0
13091.7,174.20000000000002 °F,38.8,98.1,14.1,2.48,$1073.76,Bus,Fair,0,1,0
9581.4,83.1,35.3,50.2,12.8,1.1,$112.69,Car,Bad,0,0,0
12376.3,105.5,32.5,46.6,13.1,1.42,$1663.52,Truck,Fair,0,1,1
13369.9,170.6 °F,39.8,96.0,13.8,1.58,1899.95,Truck,ok,0,0,0
4262.4,85.0,44.0,50.8,11.7,0.72,$229.59,Car,G,0,0,1
12816.5,215.78 °F,29.4,Missing,12.7,4.43,584.23,Car,P,0,0,1
3324.5,195.07999999999998 °F,31.1,49.3,14.9,3.75,1945.98,Truck,P,0,0,1
6493.5,113.0,42.7,73.1,14.4,1.06,1806.78,Truck,G,0,0,0
8594.8,87.7,45.3,92.8,12.5,2.97,$522.18,Car,gud,0,0,0
10851.4,118.2,36.9,68.4,12.5,0.47,$1430.07,Truck,Fair,1,0,1
937.0,120.9,41.7,97.3,15.4,0.7,2254.29,Bus,gud,0,1,0
4712.4,96.9,32.6,76.0,15.5,Missing,$316.22,Car,ok,0,0,1
9323.5,96.3,26.7,15.7,14.1,0.81,480.75,Truck,Bad,0,0,1
5681.8,98.4,34.7,13.5,14.2,1.49,1962.8,Truck,F,0,0,1
11737.9,215.96 °F,42.1,23.0,12.0,1.94,371.13,Car,G,0,0,1
9949.0,91.9,31.4,22.9,14.3,1.78,142.91,Car,ok,0,0,1
3898.8,107.5,43.1,Missing,12.5,1.29,142.34,Car,gud,0,0,1
2616.0,97.5,41.2,43.7,12.8,1.94,539.75,Car,G,1,0,1
9621.2,110.8,35.9,99.3,15.0,1.04,$827.11,Truck,Bad,0,0,0
7031.8,68.2,49.4,62.5,13.7,1.29,596.56,Car,Good,0,0,0
2949.9,93.2,34.2,76.5,13.2,3.05,$230.4,Car,F,0,0,0
5232.4,105.2,28.5,50.7,13.4,0.93,$134.77,Car,Good,0,0,0
4894.2,72.9,Missing,25.9,12.8,1.26,$592.03,Car,P,0,0,0
2067.9,96.5,36.9,41.6,13.6,1.54,$417.62,Truck,P,0,1,1
8430.2,210.38 °F,31.7,30.1,13.0,1.54,$1669.1,Truck,P,0,0,1
11572.9,115.9,31.6,59.7,12.9,2.18,285.15,Car,Good,0,0,1
8844.3,84.9,37.4,52.0,12.7,1.48,$266.12,Car,Bad,0,0,0
12481.2,93.2,39.3,86.8,13.7,1.35,384.6,Car,ok,0,0,0
2349.7,81.7,36.5,29.0,13.0,3.06,416.19,Car,P,0,0,0
6816.4,87.9,34.8,61.6,11.8,Missing,$322.2,Car,Fair,0,0,0
9336.5,114.3,32.2,11.9,14.0,1.21,1691.36,Truck,F,0,0,1
10302.0,89.6,31.4,81.9,13.6,Missing,$538.38,Car,Fair,0,0,0
10588.9,79.4,33.7,60.4,15.6,3.86,217.94,Car,G,0,0,0
11070.0,87.3,28.7,15.8,14.6,0.98,$284.4,Car,Good,0,0,1
9945.7,179.96 °F,32.0,83.4,14.7,0.74,932.66,Bus,gud,0,0,0
1866.3,83.4,36.5,15.6,14.0,0.99,247.47,Car,ok,0,0,0
10581.9,81.9,29.2,48.8,15.2,3.69,$1358.75,Truck,gud,0,0,0
11009.3,82.5,24.7,87.9,15.0,1.76,347.41,Truck,F,0,0,0
14905.5,72.2,32.7,15.3,11.2,0.97,$355.94,Car,ok,0,1,1
10553.8,91.0,29.0,32.8,11.3,0.63,$1815.68,Bus,F,0,0,1
10459.0,75.3,32.3,37.7,12.9,1.85,1973.78,Truck,G,0,0,1
7964.8,107.1,39.2,59.7,14.5,1.56,$675.86,Truck,F,0,0,1
13084.9,85.3,39.2,54.2,13.6,1.45,$1493.8,Truck,P,0,0,0
14954.1,96.1,34.7,86.0,12.1,Missing,260.61,Car,P,0,0,1
11796.2,96.2,Missing,90.7,13.7,1.51,$642.13,Truck,G,0,1,0
9381.3,144.5 °F,44.8,41.4,12.5,0.91,1057.69,Truck,gud,0,0,0
1644.8,186.8 °F,33.7,91.0,12.5,3.7,$2950.46,Bus,Good,0,0,0
11037.7,115.8,30.2,45.3,15.3,1.38,502.98,Car,gud,0,0,1
10774.1,78.4,38.3,80.2,14.3,2.73,262.63,Car,gud,0,1,0
11745.7,124.1,32.5,62.6,13.6,1.58,2419.51,Bus,gud,0,0,1
2306.1,98.2,29.6,83.2,Missing,0.54,$233.61,Car,G,0,0,1
9979.1,97.8,33.8,64.8,13.3,1.79,$1945.23,Truck,G,0,0,0
4788.0,200.48 °F,37.0,81.7,12.6,1.81,100.06,Car,Bad,0,0,0
11523.9,105.7,36.8,62.3,Missing,1.5,162.62,Car,P,0,1,1
3985.4,106.5,28.1,20.6,14.5,4.97,551.29,Car,Good,0,0,1
10417.7,193.46 °F,37.2,Missing,14.7,Missing,1948.9,Truck,gud,1,1,1
4777.4,83.5,27.7,72.4,14.5,1.05,211.99,Car,Poor,0,0,0
630.4,68.6,28.5,79.9,14.0,1.17,176.86,Car,Bad,0,0,0
9683.7,102.2,41.7,18.7,12.6,2.91,303.11,Car,ok,0,0,1
2142.4,91.0,26.4,72.1,12.6,3.69,$1289.96,Truck,ok,0,0,0
10059.7,77.3,23.0,79.8,13.9,1.48,$525.19,Bus,gud,0,0,0
13921.3,178.34 °F,37.2,43.3,13.6,2.31,740.9,Bus,gud,0,0,0
14554.1,89.0,32.0,Missing,13.9,1.48,375.2,Truck,Good,0,0,1
3920.9,75.3,33.0,71.0,12.1,1.45,239.63,Car,ok,0,0,0
12234.2,90.7,42.4,15.3,12.8,1.24,426.9,Car,Good,0,0,1
5626.5,65.7,40.3,70.1,11.9,1.04,1863.14,Truck,Good,0,0,0
13556.6,82.0,39.7,11.3,12.6,2.12,$437.34,Car,P,0,1,1
11918.6,72.6,Missing,24.9,12.4,1.23,$396.51,Car,G,0,0,0
1571.9,199.4 °F,37.6,44.8,13.4,2.21,$1803.35,Truck,gud,0,0,0
6403.5,75.3,32.6,39.7,Missing,1.2,$380.37,Car,F,0,0,0
5391.1,81.6,32.0,74.9,11.7,1.09,$1152.16,Bus,Fair,0,0,0
11885.1,255.02 °F,Missing,37.0,Missing,0.89,$1244.8,Truck,G,0,0,1
6449.1,103.0,38.0,80.1,10.5,Missing,418.71,Car,G,0,0,0
10426.5,99.0,42.8,34.7,14.9,1.9,1590.7,Truck,gud,0,0,1
9235.3,229.1 °F,40.4,59.6,15.0,2.18,$203.33,Car,Good,0,1,1
14646.8,97.7,38.4,67.0,13.5,4.15,$157.14,Car,G,0,0,1
14097.9,156.02 °F,34.4,94.4,12.4,1.6,$391.41,Car,Good,0,1,0
6701.6,70.3,33.7,12.6,11.4,1.69,$741.33,Bus,G,0,0,0
10991.9,49.4,36.1,37.9,14.6,1.51,427.32,Car,ok,1,0,0
12527.2,199.4 °F,35.9,28.3,14.7,3.47,$561.1,Car,G,0,0,1
13533.8,74.1,29.6,72.3,12.9,1.48,411.73,Car,gud,0,0,0
1487.9,81.4,33.1,52.3,12.9,2.14,251.5,Car,gud,0,0,0
4880.1,85.2,35.1,58.3,16.5,2.32,428.73,Car,gud,0,0,0
5143.3,80.9,38.2,17.2,13.3,2.4,116.58,Car,Fair,0,0,0
6799.5,89.5,34.7,60.6,11.2,1.61,$1715.23,Truck,G,1,0,1
2954.3,85.8,44.6,37.1,11.9,3.14,$2785.56,Bus,G,0,0,0
7695.0,84.3,31.9,79.7,12.5,1.05,1170.48,Truck,Bad,0,0,0
10116.6,66.8,36.2,42.7,11.6,2.48,$498.53,Truck,F,0,0,0
7711.8,93.6,34.4,13.3,12.6,1.66,424.5,Car,G,0,0,1
10154.0,122.6,37.1,15.8,16.6,1.07,229.05,Car,gud,0,0,1
1463.4,94.1,35.0,37.6,13.9,1.47,568.2,Bus,G,0,1,0
13201.8,124.0,33.5,39.4,14.7,1.73,$153.38,Car,F,0,0,1
14116.5,81.5,37.8,71.5,13.9,1.88,1312.72,Bus,Poor,0,1,0
9459.7,187.16 °F,30.9,36.4,12.0,4.27,$242.3,Car,Bad,0,1,1
13280.2,89.7,28.4,79.1,14.4,1.87,$255.41,Car,G,0,0,1
2406.0,87.5,39.8,59.9,Missing,0.46,$2861.61,Bus,G,0,0,0
12063.0,107.5,35.1,37.4,14.1,1.53,1464.27,Truck,Poor,0,0,1
2227.6,57.1,Missing,33.1,13.9,2.71,176.23,Car,Bad,0,0,0
6416.1,83.2,35.0,39.1,15.0,2.34,$1681.02,Truck,ok,0,0,0
5195.4,239.0 °F,27.7,37.9,15.6,1.01,488.8,Car,Fair,0,0,1
8991.1,82.6,37.1,63.1,12.6,Missing,227.64,Car,Fair,0,0,0
4872.0,103.9,26.0,80.6,13.7,1.69,867.35,Truck,Good,0,0,0
9741.0,99.1,27.0,30.1,15.0,1.98,$1338.82,Bus,ok,0,0,1
5827.1,88.9,35.1,80.6,14.4,1.39,138.52,Car,Poor,0,1,0
12981.5,94.7,36.0,13.3,13.1,2.03,110.54,Car,gud,0,0,1
9691.3,88.7,35.7,38.4,14.6,Missing,$473.51,Truck,G,0,0,0
3621.8,58.1,31.2,41.2,14.2,3.38,327.85,Car,G,0,0,0
5373.9,96.9,31.0,13.9,13.8,3.45,$168.83,Car,gud,0,0,1
12787.6,80.8,48.5,58.6,13.1,3.44,178.3,Car,Bad,0,0,0
6104.0,156.74 °F,29.4,14.8,15.9,0.82,$1587.27,Bus,Fair,0,0,0
8269.1,95.8,31.0,68.6,13.6,2.3,1844.6,Truck,gud,0,0,0
9909.7,94.8,42.3,68.9,13.2,1.76,$286.87,Car,gud,0,1,0
5543.2,220.46 °F,Missing,26.2,13.0,1.08,$405.47,Truck,F,0,0,1
4762.7,86.1,33.7,Missing,12.8,1.3,$150.22,Car,gud,1,0,1
7391.2,102.9,35.2,17.8,14.7,0.64,1688.42,Truck,Bad,0,0,1
3615.8,90.3,33.3,34.0,12.4,1.42,$526.52,Car,Good,0,0,1
4621.1,95.2,40.7,80.6,14.0,1.26,$433.35,Car,Fair,0,0,0
1400.1,96.4,40.1,62.2,13.3,2.13,1175.09,Truck,Good,0,0,0
4907.6,70.0,38.9,63.2,Missing,2.13,1826.04,Truck,F,0,0,0
5150.2,95.7,42.3,54.1,13.3,0.69,1683.02,Bus,gud,0,0,0
14446.6,91.6,34.4,64.4,13.2,2.41,139.48,Car,Good,0,0,0
9051.1,186.62 °F,41.4,Missing,Missing,1.7,$1515.79,Bus,ok,0,0,0
11917.0,91.7,37.4,87.1,14.1,2.36,436.47,Truck,Poor,0,1,1
1158.0,128.2,30.5,13.2,Missing,1.87,471.56,Car,Good,0,0,1
2044.8,61.2,37.5,44.1,13.8,3.07,1996.57,Truck,G,1,1,0
12310.8,88.0,32.8,79.1,14.1,2.93,1557.33,Bus,G,1,1,1
9541.5,102.2,27.5,97.2,12.3,1.58,$574.86,Car,ok,0,0,1
3269.2,71.3,27.5,26.6,12.7,0.92,$2432.95,Bus,P,0,0,1
6369.5,95.6,30.2,65.9,13.0,1.89,1578.68,Truck,P,0,1,1
8310.8,94.5,42.8,90.8,13.2,2.44,120.7,Car,Bad,0,0,0
12732.3,66.2,21.4,43.8,12.6,1.68,$708.07,Truck,F,0,1,0
1376.0,178.16 °F,33.7,43.5,14.3,2.82,$252.47,Car,F,0,0,0
9152.5,116.8,37.7,19.2,12.1,3.71,335.77,Car,gud,0,0,1
10897.0,66.1,34.3,40.8,13.0,2.42,1569.1,Truck,Poor,0,1,0
14679.4,83.4,33.3,94.2,14.0,1.65,932.65,Bus,gud,0,1,0
12203.8,87.5,31.0,83.1,14.1,2.05,1621.51,Truck,gud,0,0,1
4505.3,90.1,42.4,31.0,14.6,0.89,1074.42,Truck,G,0,0,0
10788.9,83.8,32.7,96.6,14.3,2.42,$2702.94,Bus,Poor,0,0,0
11567.5,91.2,28.9,19.5,11.8,1.23,$339.23,Car,Poor,0,0,1
11081.2,89.5,32.5,99.4,15.0,2.04,317.03,Car,Good,0,0,0
12392.1,100.7,36.3,51.6,12.2,0.86,938.11,Truck,Bad,0,0,1
13604.1,102.7,31.2,31.0,13.4,1.47,160.23,Car,G,0,0,1
1927.2,96.6,37.1,27.3,14.4,2.18,512.97,Car,Fair,0,0,0
2019.1,93.6,34.8,75.9,16.3,1.73,1361.21,Truck,ok,0,0,0
12047.8,66.5,36.8,65.2,13.5,1.22,$226.86,Car,gud,0,0,0
4159.4,91.7,42.0,97.0,14.8,2.55,662.07,Truck,gud,0,0,0
1348.9,224.06 °F,26.1,94.3,13.3,3.22,1436.3,Truck,ok,0,0,0
6317.8,65.8,32.9,85.3,13.9,0.81,$131.8,Car,Poor,0,0,0
12388.2,70.2,30.6,33.7,14.1,1.99,$1428.31,Truck,gud,0,0,0
2335.2,112.4,31.4,83.9,13.4,Missing,2453.83,Bus,F,0,0,0
10241.7,67.5,35.6,75.7,14.2,Missing,1689.45,Truck,ok,0,0,0
552.4,191.3 °F,34.9,90.6,14.3,2.56,279.86,Car,G,0,0,0
2091.2,81.7,26.5,51.8,12.0,0.96,$1271.71,Bus,G,1,0,1
5587.3,111.5,29.0,30.4,11.7,2.06,660.62,Truck,Fair,0,1,1
1712.2,94.5,40.5,86.3,16.3,1.97,$323.72,Car,Fair,0,0,0
12765.6,101.9,28.2,65.3,14.3,0.99,$108.66,Car,G,0,1,1
13029.0,195.44 °F,38.4,53.3,13.1,1.34,$2079.3,Bus,gud,0,0,1
11455.8,247.82000000000002 °F,25.3,66.3,12.3,1.48,2834.18,Bus,Poor,0,0,1
4016.0,78.8,26.9,90.8,11.2,4.08,$450.62,Car,G,1,0,1
8087.1,95.2,37.6,21.8,12.6,2.37,1627.34,Truck,F,0,0,1
3170.7,108.9,42.5,27.9,12.3,1.05,$304.05,Truck,gud,0,0,1
4578.5,112.3,39.8,20.9,14.7,1.54,$1436.92,Truck,gud,0,0,1
7982.1,86.0,32.4,63.4,14.5,1.76,1964.28,Bus,P,0,0,0
11157.7,139.28 °F,31.2,25.8,13.3,1.43,108.33,Car,P,0,0,0
1872.5,183.56 °F,37.1,16.2,15.3,2.32,320.49,Car,F,0,0,0
4802.1,116.2,26.8,64.2,12.5,1.16,535.86,Truck,gud,0,0,1
13936.0,173.48 °F,37.2,Missing,12.5,0.71,281.18,Car,gud,0,0,0
6722.3,201.92000000000002 °F,32.2,64.7,14.1,0.72,412.99,Car,Good,0,0,0
14113.6,85.4,43.1,64.5,13.1,2.29,$230.56,Car,ok,0,0,0
